EN,NL,type,misc
uncertainty,onzekerheid {de},noun,
unchanged,onveranderd,adj,
unclear,onduidelijk,adj,
uncle,nonkel {de} [BN],noun,
uncle,oom {de},noun,
uncles,ooms {mv},noun,
uncomfortable,onbehaaglijk,adj,
uncomfortable,oncomfortabel,adj,
uncomfortable,ongemakkelijk,adj,
uncommonly,ongewoon,adv,
uncommon,ongewoon,adj,
uncompetitive,niet-concurrerend,adj,
uncomplicated,ongecompliceerd,adj,
uncompromising,compromisloos,adj,
uncompromisingly,compromisloos,adv,
unconditional,onvoorwaardelijk,adj,
uncongenial [disagreeable],onaangenaam,adj,
unconscious,bewusteloos,adj,
unconsciousness,bewusteloosheid {de},noun,[med.] 
unconscious,onderbewuste {het},noun,
uncontrolled,ongecontroleerd,adj,
unconventionally,onconventioneel,adv,
unconventional,onconventioneel,adj,
uncooked,ongekookt,adj,
uncopyable,onkopieerbaar,adj,
uncorking,ontkurken {het},noun,
uncorrectable,oncorrigeerbaar,adj,
uncountable set,overaftelbare verzameling {de},noun,[math.] 
uncountably infinite set,overaftelbare verzameling {de},noun,[math.] 
uncovered,ongedekt,adj,
undamaged,gaaf,adj,
undamaged,onbeschadigd,adj,
undamaged,ongeschonden,adj,
undefinable,ondefineerbaar,adj,
undefinably,ondefineerbaar,adv,
undemocratic,ondemocratisch,adj,
under 50 [items or age],onder de 50,adv,
under age,minderjarig,adj,
underarm hair,okselhaar {de} {het},noun,
under,beneden,prep,
undercarriage,landingsgestel {het},noun,[aviat.] 
under construction,in aanbouw,,
undercurrent,onderstroming {de},noun,
undercurrent,onderstroom {de},noun,
undercurrents,onderstromen {mv},noun,
undercurrents,onderstromingen {mv},noun,
underestimated,onderschat,adj past-p,
undergarment,onderkledingstuk {het},noun,[cloth.] 
underground,onderaards,adj adv,
underground,ondergronds,adj adv,
underground [Br.],metro {de},noun,
underground [London],metro {de},noun,[rail] 
underhand,achterbaks,adj,
underhanded,achterbaks,adj,
underlined,onderstreept,adj past-p,
under lock and key,achter slot en grendel,,[idiom] 
underlying,achterliggend,adj,
underlying,onderliggend,adj pres-p,
underlying thought,achterliggende gedachte {de},noun,
underneath,onder,prep,
underneath the Christmas tree,onder de kerstboom,adv,
undernourished,ondervoed,adj,
under,onderdoor,adv,
under,onder,prep,
underpaid,onderbetaald,adj,
underpants,onderbroek {de},noun,[cloth.] 
underpass,onderdoorgang {de},noun,
underpinned,gestut,adj,[constr.] 
under repair,in reparatie,adv,
underside,onderzijde {de},noun,
undersigned,ondergetekende {de},noun,
underslip,onderjurk {de},noun,[cloth.] 
understandable,begrijpelijk,adj,
understanding,begrijpend,adj pres-p,
understanding,begrip {het},noun,
understanding,besef {het} [begrip],noun,
understanding,inzicht {het},noun,
understanding,verstandhouding {de},noun,
understood,begrepen,adj past-p,
undertaking,onderneming {de},noun,
under the auspices of ...,onder auspiciën van ...,,
underwater archaeology,onderwaterarcheologie {de},noun,[archaeo.] [acad.] 
underwater archeology [Am.],onderwaterarcheologie {de},noun,[archaeo.] [acad.] 
underwater,onderwater-,prefix adj,
underway,onderweg,adv,
underwear,ondergoed {het},noun,[cloth.] 
underwear,onderkleding {de},noun,[cloth.] 
underworld,onderwereld {de},noun,
undesired,ongewenst,adj,
undetectable,niet aantoonbaar,adv,
undetectable,ondetecteerbaar,adj,
undisturbed,ongestoord,adj,
undone,ongedaan,adj,
undoubtedly,ongetwijfeld,adv,
undoubtedly,zonder twijfel,adv,
undrinkable,ondrinkbaar,adj,
uneasy,onbehaaglijk,adj,
unemployed,werkeloos,adj,
unemployed,werkloos,adj,
unemployment crisis,werkloosheidscrisis {de},noun,[econ.] [jobs] 
unemployment in the winter,winterwerkloosheid {de},noun,[jobs] 
unemployment,werkloosheid {de},noun,[econ.] [jobs] 
UN envoy,VN-gezant {de},noun,[pol.] 
unequaled [Am.],ongeëvenaard,adj,
unequalled,weergaloos,adj,
unequalled [Br.],ongeëvenaard,adj,
unequal,ongelijk,adj,
unequivocal,ondubbelzinnig,adj,
uneven bars {pl},brug {de} met ongelijke leggers,noun,[sports] 
unevenness,oneffenheid {de},noun,
uneven,oneffen,adj,
uneven,oneven,adj,
uneven,ongelijk,adj,
unexcusable,onvergeeflijk,adj,
unexpectedly,onverwacht,adv,
unexpected,onverwacht,adj,
unexplained,onverklaard,adj,
unfairly,oneerlijk,adv,
unfairness,oneerlijkheid {de},noun,
unfair,oneerlijk,adj,
unfair,onterecht,adj,
unfaithful,ontrouw,adj,
unfavorable [Am.],nadelig,adj,
unfavorable [Am.],ongunstig,adj,
unfavourable [Br.],nadelig,adj,
unfavourable [Br.],ongunstig,adj,
unfeasible,ondoenlijk,adj,
unfeeling,ongevoelig,adj,
unforeseeable,onvoorzienbaar,adj,
unforeseen,onvoorzien,adj,
unforgettable,onvergetelijk,adj,
unforgivable,onvergeeflijk,adj,
unforgivably,onvergeeflijk,adv,
unforgiving,haatdragend,adj,
unforgivingly,haatdragend,adv,
unfortunately,helaas,adv,
unfortunately,ongelukkig,adv,
unfortunately,ongelukkigerwijs,adv,
unfortunate,ongelukkig,adj,
unfounded,ongefundeerd,adj,
unfounded,ongegrond,adj,
unfriendly,onvriendelijk,adj,
unfulfilled,onvervuld,adj,
unfurnished,ongemeubileerd,adj,
ungratefully,ondankbaar,adv,
ungrateful,ondankbaar,adj,
unguent,zalf {de},noun,
unhappily,ongelukkig,adv,
unhappy,ongelukkig,adj,
unharmed,ongedeerd,adj,
unhealthy,ongezond,adj,
unhindered,ongehinderd,adj,
unhurt,ongedeerd,adj,
unicorn,eenhoorn {de},noun,[myth.] 
unicorns,eenhoorns {mv},noun,[myth.] 
unidentified,ongeïdentificeerd,adj,
uniformed,geüniformeerd,adj,
uniform,uniform {het} {de},noun,[cloth.] 
unimaginable,onvoorstelbaar,adj,
unimaginably,onvoorstelbaar,adv,
unimportant,onbelangrijk,adj,
uninhabitable,onbewoonbaar,adj,
uninhabited,onbewoond,adj,
uninjured,ongedeerd,adj,
uninsurable,onverzekerbaar,adj,[insur.] 
unintelligent,onintelligent,adj,
unintentionally,onbedoeld,adv,
unintentional,onbedoeld,adj,
unintentional,ongewild,adj,
uninterested,ongeïnteresseerd,adj,
uninteresting,oninteressant,adj,
uninterrupted,ononderbroken,adj,
union,bond {de} [vakbond],noun,
Union of the Comoros,Unie {de} der Comoren,noun,[pol.] 
union,unie {de},noun,
union,vereniging {de},noun,[math.] 
uniqueness,eigenheid {de},noun,
unique,uniek,adj,
United Arab Emirates <UAE>,Verenigde Arabische Emiraten {mv} <VAE>,noun,[geogr.] [pol.] 
United Kingdom <UK>,Verenigd Koninkrijk {het} <VK>,noun,[geogr.] 
United Kingdom of Great Britain and Northern Ireland,Verenigd Koninkrijk {het} van Groot-Brittannië en Noord-Ierland,noun,[geogr.] 
United Mexican States,Verenigde Mexicaanse Staten {mv},noun,[pol.] 
United Nations <UN>,Verenigde Naties {mv} <VN>,noun,[pol.] 
United Republic of Tanzania,Verenigde Republiek {de} Tanzania,noun,[pol.] 
United States <US>,Verenigde Staten {mv} <VS>,noun,[geogr.] 
"United States dollar <USD, US$>","Amerikaanse dollar {de} <USD, US$>",noun,[curr.] 
United States of America <USA>,Verenigde Staten {mv} van Amerika <VS>,noun,[geogr.] 
United States Virgin Islands,Amerikaanse Maagdeneilanden {mv},noun,[geogr.] 
unit,eenheid {de},noun,
unit price,stukprijs {de},noun,[comm.] 
units,eenheden {mv},noun,
unit,toestel {het},noun,
unity,eendracht {de},noun,
unity,eenheid {de},noun,
universal,algemeen,adj,
universally,universeel,adv,
universal remedy,panacee {de},noun,
universal,universeel,adj,
universe,heelal {het},noun,
universe,universum {het},noun,
university act,universiteitswet {de},noun,[educ.] [law] 
university building,universiteitsgebouw {het},noun,[archi.] [educ.] 
university campus,universiteitscampus {de},noun,[educ.] 
university church,universiteitskerk {de},noun,[archi.] [educ.] [relig.] 
university city,universiteitsstad {de},noun,
university clinic,universiteitskliniek {de},noun,[med.] [educ.] 
university clinic,universiteitsziekenhuis {het},noun,[med.] 
university grounds {pl},universiteitsterrein {het},noun,[educ.] 
university hospital,academisch ziekenhuis {het},noun,[med.] 
university hospital,universiteitskliniek {de},noun,[med.] [educ.] 
university hospital,universiteitsziekenhuis {het},noun,[med.] 
university lecturer,universiteitsdocent {de},noun,[educ.] [jobs] [acad.] 
University Medical Center [Am.],Universitair Medisch Centrum {het} <UMC>,noun,[med.] 
University Medical Centre [Br.],Universitair Medisch Centrum {het} <UMC>,noun,[med.] 
university museum,universiteitsmuseum {het},noun,
university professor,universiteitsprofessor {de},noun,[educ.] [jobs] [acad.] 
university town,studentenstad {de},noun,
university towns,universiteitssteden {mv},noun,
university town,universiteitsstad {de},noun,
university,universiteit {de},noun,
university [attr.],universitair,adj,
unjustly,onrechtvaardig,adv,
unjust,onrechtvaardig,adj,
unknown,onbekend,adj,
unleaded,loodvrij,adj,
unleaded,ongelood,adj,
unless,behalve als,conj,
unless,tenzij,conj,
unlikely,onwaarschijnlijk,adj,
unlimited,grenzeloos,adj,
unlimited,onbeperkt,adj,
unlimited,ongelimiteerd,adj,
unlucky number,ongeluksgetal {het},noun,
unlucky numbers,ongeluksgetallen {mv},noun,
unlucky,ongelukkig,adj,
unmanageable,onhandelbaar,adj,
unmanned,onbemand,adj,
unmarried,ongehuwd,adj,
unmarried,ongetrouwd,adj,
unmerciful,ongenadig,adj,
unmotivated,ongemotiveerd,adj,
unnatural,onnatuurlijk,adj,
unnecessarily,onnodig,adv,
unnecessary,onnodig,adj,
unnoticeable,onmerkbaar,adj,
unnoticed,ongemerkt,adj,
unobtrusive,onopvallend,adj,
unofficial,inofficieel,adj,
unofficially,inofficieel,adv,
unofficially,onofficieel,adv,
unofficial,onofficieel,adj,
unpaid,onbetaald,adj,
unparalleled,weergaloos,adj,
unpardonable,onvergeeflijk,adj,
unpardonably,onvergeeflijk,adv,
unpayable,onbetaalbaar,adj,
unplanned,ongepland,adj,
unpleasant,naar,adj,
unpleasant,onaangenaam,adj,
unpleasant,onplezierig,adj,
unpopular,impopulair,adj,
unpopular,onpopulair,adj,
unprecedented,nooit eerder voorgekomen,adj,
unprecedented,ongekend,adj,
unprecedented,zonder weerga [pred.],adj,
unprotected,onverdedigd,adj,
unpublished,ongepubliceerd,adj,
unpunished,ongestraft,adj,
unquenchable,onstilbaar,adj,
unquenchable,onverzadigbaar,adj,
unraveling,ontrafeling {de},noun,
unreal,onwerkelijk,adj,
unreasonable,onredelijk,adj,
unrefined,onbeschaafd,adj,
unreinforced [e.g. concrete],ongewapend,adj,[constr.] 
unreliable,onbetrouwbaar,adj,
unrepeatable,onherhaalbaar,adj,
unrest,onrust {de},noun,
unruly,weerbarstig,adj,
unsafe,onveilig,adj,
unsaleable,onverkoopbaar,adj,
unsavory [Am.],onfris,adj,
unsavoury [Br.],onfris,adj,
unselfishly,onbaatzuchtig,adv,
unselfish,onbaatzuchtig,adj,
unsightliness,lelijkheid {de},noun,
unsightly,onknap,adj,
unsightly,onooglijk,adj,
unsightly,sjofeltjes,adj,
unsinkable,onzinkbaar,adj,
unskilled,ongeschoold,adj,
unsolved,onopgelost,adj,
unsound,ongezond,adj,
unspeakable,onbeschrijfelijk,adj,
unspeakably,onbeschrijfelijk,adv,
unspoiled,ongerept,adj,
unspoilt [Br.],ongerept,adj,
unspotted lungwort,"ongevlekt longkruid {het} [Pulmonaria obscura, syn.: Pulmonaria officinalis subsp. obscura]",noun,[bot.] [T] 
unstable,instabiel,adj,
unstable,onevenwichtig,adj,
unsteady,wankel,adj,
unsubsidised [Br.],ongesubsidieerd,adj,
unsubsidized,ongesubsidieerd,adj,
unsuitability,ongeschiktheid {de},noun,
unsuitable,ongeschikt,adj,
unsuitably,ongeschikt,adv,
unsuspecting,argeloos,adj,
unsuspecting,nietsvermoedend,adj,
unsustainable,onhoudbaar,adj,
unswerving,onwankelbaar,adj,
untamed,ongetemd,adj,
untenable,onhoudbaar,adj,
unthankful,ondankbaar,adj,
unthinkable,ondenkbaar,adj,
unthinkable,onvoorstelbaar,adj,
unthinkably,ondenkbaar,adv,
unthinkably,onvoorstelbaar,adv,
untidy,rommelig,adj,
untidy,slordig,adj,
until,totdat,prep conj,
until,tot,prep conj,
untouched,ongerept,adj,
untrained,ongeschoold,adj,
untranslatable,onvertaalbaar,adj,
untreatable,onbehandelbaar,adj,[med.] 
untreated,onbehandeld,adj,
untrue,onwaar,adj,
untrustworthy,onbetrouwbaar,adj,
untuned,ontstemd,adj,
unusable,onbruikbaar,adj,
unused,ongebruikt,adj,
unusual,apart,adj,
unusually,ongewoon,adv,
unusual,ongebruikelijk,adj,
unusual,ongewoon,adj,
unverifiable,oncontroleerbaar,adj,
unwanted,ongewenst,adj,
unwavering,onwankelbaar,adj,
unwell,onwel,adj,
unwillingly,tegen wil en dank [idioom],adv,
unwinding,afwikkeling {de},noun,
unwise,onverstandig,adj,
upbeat,opgetogen,adj,
upbringing,opvoeding {de},noun,
Upemba National Park,Upembapark {het},noun,[geogr.] 
up front,vooruit,adv,
up front [coll.],vooraf [betaling],adv,
upfront [coll.],vooruit,adv,
uphill,bergop,adv,
uphill,bergopwaarts,adv,
upholstered,gestoffeerd,adj past-p,
upholstering fabric,meubelstof {de},noun,[furn.] [textil.] 
upholstery fabric,meubelstof {de},noun,[furn.] [textil.] 
upland buzzard,Mongoolse buizerd {de} [Buteo hemilasius],noun,[orn.] [T] 
up,op,adv,
upper arm,bovenarm {de},noun,[anat.] 
Upper Austria,Opper-Oostenrijk {het},noun,[geogr.] 
upper body,bovenlichaam {het},noun,[anat.] 
Upper Franconia [Bavarian region],Opper-Franken {het} [regio van Beieren],noun,[geogr.] 
Upper Rhine Graben,Boven-Rijnslenk {de},noun,[geogr.] [geol.] 
Upper Rhine Plain,Boven-Rijnse Laagvlakte {de},noun,[geogr.] [geol.] 
Upper Silesia,Opper-Silezië {het},noun,[geogr.] 
upright,overeind,adv,
upright,rechtop,adv,
upset,ontdaan,adj,
upset,overstuur,adj,
upset stomach,maagpijn {de},noun,
upside down,ondersteboven,adv,
"upsilon <Υ, υ> [Greek letter]","ypsilon {de} <Υ, υ> [Griekse letter]",noun,
upstairs,boven,adv,
upstream,stroomopwaarts,adv,
up to the present day,tot op de dag van vandaag,adv,
upward,opwaarts,adj adv,
upwards,naar boven,adv,
upwards,omhoog,adv,
upwards,opwaarts,adv,
Ural owl,oeraluil {de} [Strix uralensis],noun,[orn.] [T] 
uranium <U>,uraan {het} <U>,noun,[chem.] 
uranium <U>,uranium {het} <U>,noun,[chem.] 
urbanisation [Br.],urbanisatie {de},noun,[sociol.] [urban] 
urbanism,urbanisme {het},noun,[urban] [acad.] 
urbanization,urbanisatie {de},noun,[sociol.] [urban] 
urban legend,broodjeaapverhaal {het},noun,
urban,stedelijk,adj,
Urdu,Urdu {het},noun,[ling.] 
urge,drang {de},noun,
urgency,urgentie {de},noun,
urgent,dringend,adj,
urgent order,spoedorder {de} {het},noun,[comm.] 
urgent,urgent,adj,
urge,verlangen {het},noun,
urinal,pisbak {de} [omg.],noun,
urinal,urinoir {het},noun,
urinalysis <UA>,urineanalyse {de},noun,[med.] 
urinalysis <UA>,urineonderzoek {het},noun,[med.] 
urinary passages,urinewegen {mv},noun,[med.] 
urinary tract {sg},urinewegen {mv},noun,[anat.] 
urinated,geürineerd,past-p,
urine analysis [urinalysis],urineanalyse {de},noun,[med.] 
urine culture,urinekweek {de},noun,[med.] 
urine production,urineproductie {de},noun,
urine sample,urinemonster {het},noun,[med.] 
urine specimen,urinemonster {het},noun,[med.] 
urine test <UT>,urineanalyse {de},noun,[med.] 
urine,urine {de},noun,
urologist,uroloog {de},noun,[med.] [jobs] 
urology,urologie {de},noun,[med.] 
Uruguayan peso <UYU>,Uruguayaanse peso {de} <UYU>,noun,[curr.] 
Uruguay,Uruguay {het},noun,[geogr.] 
usable,bruikbaar,adj,
usage,aanwending {de},noun,
usage,gebruik {het},noun,
use,aanwending {de},noun,
useful,bruikbaar,adj,
useful,nuttig,adj,
use,gebruik {het},noun,
uselessly,nutteloos,adv,
useless,nutteloos,adj,
useless,onbruikbaar,adj,
use,nut {het},noun,
use of force,geweldsaanwending {de},noun,
use of violence,geweldsaanwending {de},noun,
user-friendly,gebruikersvriendelijk,adj,
user-unfriendly,gebruikersonvriendelijk,adj,
user,gebruiker {de},noun,
user manual <UM>,gebruikershandboek {het},noun,[tech.] 
user name,gebruikersnaam {de},noun,
user name,username {de},noun,
user [female],gebruikster {de},noun,
us,ons,pron,
usual,gangbaar [woorden enz.],adj,
usual,gebruikelijk,adj,
usually,gewoonlijk,adv,
usually,normaal gesproken,adv,
usually,normaal gezien [vooral BN],adv,
usually,normaliter,adv,
usurer,woekeraar {de},noun,
usury,woeker {de},noun,
Utah <UT> [Beehive State],Utah {het} [staat van de Verenigde Staten],noun,[geogr.] 
Utah prairie dog,utahprairiehond {de} [Cynomys parvidens],noun,[zool.] [T] 
uterine lining,baarmoederslijmvlies {het},noun,[anat.] 
uterine neck,baarmoederhals {de} [Cervix uteri],noun,[anat.] 
uterus,baarmoeder {de},noun,[anat.] 
utilisation [Br.],aanwending {de},noun,
utility music,gebruiksmuziek {de},noun,[mus.] 
utility,nut {het},noun,
utilization [Am.],aanwending {de},noun,
utmost,uiterst,adj,
utopian,utopisch,adj,
utopia,utopie {de},noun,
utterances,uitingen {mv},noun,
utterance,uiting {de},noun,
utterance,uitspraak {de} [uitlating],noun,
uttered,geuit,adj past-p,
utterly,faliekant,adv,
utterly,volledig,adv,
utter,volslagen,adj,
Uzbekistani som <UZS>,Oezbeekse som {de} <UZS>,noun,[curr.] 
Uzbekistan,Oezbekistan {het},noun,[geogr.] 
V-neck,V-hals {de},noun,[cloth.] 
v-pug (moth),v-dwergspanner {de} [Chloroclystis v-ata],noun,[entom.] [T] 
vacancies,vacaturen {mv},noun,
vacancies,vacatures {mv},noun,
vacancy,vacature {de},noun,
vacancy,vacatuur {de},noun,
vacant,beschikbaar,adj,
vacant,onbezet,adj,
vacant,vacant,adj,
vacant [not occupied],vrij [niet bezet],adj,
vacation budget [Am.],vakantiebudget {het},noun,[TrVocab.] 
vacation island [esp. Am.],vakantie-eiland {het},noun,
vacation period [esp. Am.],vakantieperiode {de},noun,[TrVocab.] 
vacation snap [esp. Am.],vakantiefoto {de},noun,
vacation travel [esp. Am.],vakantiereis {de},noun,[TrVocab.] 
vacation [Am.],vakantie {de},noun,
vaccination campaign,vaccinatiecampagne {de},noun,[med.] 
vaccination,inenting {de},noun,[med.] 
vaccination,vaccinatie {de},noun,[med.] 
vaccines,vaccins {mv},noun,[med.] 
vaccine,vaccin {het},noun,[med.] 
vacuum clamping technology,vacuümklemtechnologie {de},noun,[tech.] 
vacuum cleaner,stofzuiger {de},noun,
vacuum,vacuüm {het},noun,
Vaduz,Vaduz {het},noun,[geogr.] 
vagina,schede {de},noun,[anat.] 
vaginas,vagina's {mv},noun,[anat.] 
vagina,vagina {de},noun,[anat.] 
vaginismus,vaginisme {het},noun,[med.] 
vagrant darter,steenrode heidelibel {de} [Sympetrum vulgatum],noun,[entom.] [T] 
vagrant,dwaalgast {de},noun,[orn.] [zool.] 
vaguely,vaag,adv,
vaguely,vaagjes [niet duidelijk],adv,
vagueness,vaagheid {de},noun,
vague,vaag,adj,
vague [concept],flauw,adj,
vain,ijdel,adj,
Valencia,Valencia {het},noun,[geogr.] 
Valentine's Day card,valentijnskaart {de},noun,
Valentine's Day,Valentijnsdag {de},noun,
valentine gift,valentijnscadeau {het},noun,
valentine [card],valentijnskaart {de},noun,
Valentinianism,valentinianisme {het},noun,[hist.] [relig.] 
valet,kamerdienaar {de},noun,[jobs] 
valiant,dapper,adj,
valiant,koen,adj,
valiant,moedig,adj,
validation,legalisatie {de},noun,
validation,toetsing {de},noun,
valid,geldend,adj,
valid,geldig,adj,
validity,geldigheid {de},noun,
validity,validiteit {de},noun,
Valladolid,Valladolid {het},noun,[geogr.] 
Valletta,Valletta {het},noun,[geogr.] 
valley,dal {het},noun,[geogr.] 
valleys,valleien {mv},noun,[geogr.] 
valley,vallei {de},noun,[geogr.] 
valuable,kostbaar,adj,
valuation,waardebepaling {de},noun,
