RU,EN,type,misc
сообщить в полицию {ж} на кого-л.,to report sb. to the police,verb,[law] 
сообщник {м},accomplice,noun,[law] 
сооружение {с} [процесс строительства],building,noun,
сооружение {с} [строение],structure,noun,[archi.] 
соответственно,accordingly,adv,
соответственно,respectively <resp.>,adv,
соответствие {с},accordance,noun,
соответствие {с},correspondence [equivalence],noun,
"соответствие {с} [отсутствие отклонений от правил, принципов и т. п.]",compliance [conformity with sth.],noun,
соответствовать [несов.],to correspond [to conform to sth.],verb,
соответствовать чему-л. [несов.],to correspond with sth.,verb,
соответствующий,appropriate,adj,
соответствующий,corresponding,adj,
соответствующий,respective,adj,
соответствующий [подходящий],suitable,adj,
сопение {с},snuffle,noun,
соперник {м},rival,noun,
соперница {ж},rival [female],noun,
соперничать [несов.],to rival,verb,
сопло {с},nozzle,noun,[tech.] 
сопляк {м} [разг.] [презр.],snotnose [coll.],noun,
сопоставимый,comparable,adj,
сопоставлять [несов.],to confront,verb,
сопроводительное письмо {с},covering letter [Br.],noun,
сопроводительное письмо {с},cover letter [Am.],noun,
сопроводительные слова {мн},accompanying words {pl},noun,
сопровождаемый,accompanied,adj past-p,
сопровождать [несов.],to accompany [to go side by side or escort],verb,
сопровождать [несов.],to attend,verb,
сопровождающий,accompanying,adj pres-p,
сопровождение {с},accompaniment,noun,
сопротивление {с},resistance,noun,
сопротивляться [не подчиняться] [несов.],to defy [disobey],verb,
сопутствовать [несов.],to accompany,verb,
сопутствовать [сов./несов.],to attend,verb,
соратник {м} [возв.] [боевой товарищ],fellow soldier,noun,
сорбе {с} [нескл.],sorbet,noun,[gastr.] 
сорбция {ж},sorption,noun,[phys.] [chem.] 
сорванец {м} [разг.],cheeky devil [Br.],noun,
сорвать куш [разг.],to make a killing [coll.],verb,[idiom] 
соревнование {с},competition [contest],noun,
сородич {м},conspecific,noun,[biol.] 
сорок,forty,,
сорока {ж},magpie,noun,[zool.] [T] 
сорока {ж} [перен.] [разг.] [о болтливом человеке],chatterbox [coll.],noun,
сорок восемь,forty-eight,,
сорок два,forty-two,,
сорок девять,forty-nine,,
сорок один,forty-one,,
сорок пять,forty-five,,
сорок семь,forty-seven,,
сорок три,forty-three,,
сорок четыре,forty-four,,
сорок шесть,forty-six,,
сорочья хохлатая кукушка {ж} [Clamator jacobinus],Jacobin cuckoo,noun,[orn.] [T] 
сорочья хохлатая кукушка {ж} [Clamator jacobinus],pied (crested) cuckoo,noun,[orn.] [T] 
сорт {м} [вид],sort [variety],noun,
сортировка {ж},sorting,noun,
сосать [несов.],to suck,verb,
сосед {м},neighbor [Am.],noun,
сосед {м},neighbour [esp. Br.],noun,
сосед {м} по комнате,roommate,noun,
соседи {мн} [собир.],neighborhood {sg} [Am.] [people],noun,
соседи {мн} [собир.],neighbourhood {sg} [Br.] [people],noun,
соседняя деревня {ж},neighboring village [Am.],noun,
соседняя деревня {ж},neighbouring village [Br.],noun,
соседство {с},neighbourhood [Br.],noun,
сосиска {ж},sausage,noun,[gastr.] 
сосиски {мн},sausages,noun,[gastr.] 
соскучиться по [+dat.],to miss [person],verb,
сосна {м},pine,noun,[bot.] [T] 
сосновая шишка {ж},pine cone,noun,[bot.] 
сосновый лес {м},pine forest,noun,[for.] 
сосняк {м} [сосновый лес],pine forest,noun,[for.] 
сосок {м},nipple,noun,[anat.] 
сосредотачиваться на [+prep.] [несов.],to focus on,verb,
сосредоточение {с} [концентрация],concentration,noun,[mil.] 
сосредоточенность {ж},concentration,noun,
состав {м} [совокупность каких-л. элементов],"composition [make-up, structure]",noun,
состав {м} преступления,corpus delicti,noun,[law] 
составить кому-л. компанию,to keep sb.'s company,verb,
составлять [несов.],to make up,verb,
составлять компанию,to keep company,verb,
состояние {с} [богатство],fortune,noun,
состояние {с} [имущество],assets,noun,[econ.] 
состояние {с} [положение],condition [state],noun,
состоятельный,wealthy,adj,
состоятельный [богатый],rich [person],adj,
состоять из чего-л. [несов.],to consist of sth.,verb,
состоящий из [+gen.],comprising,adj,
сострадание {с},pity,noun,
сострадательный,compassionate,adj,
сострадательный,pitiful [archaic] [compassionate],adj,
сосудистый,vascular,adj,[anat.] [biol.] [med.] 
сосулька {ж},icicle,noun,
сосуществование {с},coexistence,noun,
сосуществовать [несов.],to coexist,verb,
сотая доля {ж} секунды,hundredth of a second,noun,[unit] 
сотник {м},centurion,noun,[bibl.] [hist.] 
сотовый мёд {м},comb honey,noun,[gastr.] 
сотовый телефон {м},cellphone [esp. Am.] [spv.],noun,[telecom.] 
сотовый телефон {м},mobile phone [Br.],noun,[telecom.] 
сотрудник {м},contributor,noun,[journ.] 
сотрудники {мн},employees,noun,[econ.] 
сотрудничать [несов.],to cooperate [collaborate],verb,
сотрудничество {с},collaboration,noun,
сотрясение {с} мозга,concussion,noun,[med.] 
соус {м} (для салата),(salad) dressing,noun,[gastr.] 
соус {м},sauce,noun,[gastr.] 
соус {м} [для обмакивания],dip,noun,[gastr.] 
соусник {м},gravy boat,noun,
соусница {ж},gravy boat,noun,
соучастник {м},accomplice,noun,[law] 
софа {ж},sofa,noun,[furn.] 
софизм {м},sophism,noun,[philos.] 
софистка {ж},sophist [female],noun,[philos.] 
софт {м},software,noun,[comp.] 
сохранение {с},conservation [preservation],noun,
сохранить что-л. [сов.],to preserve sth.,verb,
сохранять [несов.] [не терять],to retain,verb,
сохранять спокойствие,to keep calm,verb,
сохранять спокойствие [несов.],to remain calm,verb,
соцветие {с},inflorescence,noun,[bot.] 
социал-дарвинизм {м},social Darwinism,noun,[sociol.] 
социал-демократ {м},social democrat,noun,[pol.] 
социал-либерализм {м},social liberalism,noun,[pol.] 
социализация {ж},socialization,noun,[psych.] [sociol.] [spec.] 
социальная сеть {ж},social network,noun,[Internet] [sociol.] 
социально-экономический,socio-economic,adj,
